mip,institution,model,ensemble,realm,variable,grid,zstore,version
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r2i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r2i1p1f1/Amon/tas/gr/v20191217/,20191217
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r2i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r2i1p1f1/Omon/tos/gr/v20200130/,20200130
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r3i1p1f1,AERmon,od550aer,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r3i1p1f1/AERmon/od550aer/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r3i1p1f1,Amon,clt,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r3i1p1f1/Amon/clt/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r3i1p1f1,Amon,prc,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r3i1p1f1/Amon/prc/gr/v20191125/,20191125
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r3i1p1f1,Amon,tas,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r3i1p1f1/Amon/tas/gr/v20191217/,20191217
ScenarioMIP,NIMS-KMA,KACE-1-0-G,r3i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NIMS-KMA/KACE-1-0-G/ssp245/r3i1p1f1/Omon/tos/gr/v20200130/,20200130
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,r1i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Amon/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r1i1p1f1/Omon/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,r2i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r2i1p1f1/Amon/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r2i1p1f1/Omon/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,r3i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/Amon/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/Omon/tos/gn/v20180701/,20180701
