year,FIO-ESM-2-0,GFDL-ESM4,GFDL-CM4,IITM-ESM,INM-CM4-8,MRI-ESM2-0,TaiESM1,CMCC-CM2-SR5,MIROC6,NorESM2-MM,INM-CM5-0,EC-Earth3-CC,EC-Earth3-Veg,ACCESS-CM2,BCC-CSM2-MR,FGOALS-f3-L,CanESM5,FGOALS-g3,CAMS-CSM1-0,NorESM2-LM,CAS-ESM2-0,EC-Earth3-Veg-LR,KIOST-ESM,CESM2-WACCM,MPI-ESM1-2-HR,KACE-1-0-G,IPSL-CM6A-LR,CMCC-ESM2,CIESM,AWI-CM-1-1-MR,EC-Earth3,MPI-ESM1-2-LR,NESM3,E3SM-1-1
2050,288.85816425266347,288.1059469751095,287.9329453187538,289.18394148121325,288.2927793309455,288.97433717015554,289.3829625713848,289.5877606019779,289.67055465296363,288.62693775896315,288.0794475394913,289.42885654872634,289.0872725962384,289.1678612464101,289.5714428076969,287.8971158735389,289.6031314175913,288.8912743086031,288.4002583167412,289.0123307147223,289.1901574208468,288.8628136002115,288.0853450485984,289.3663104166752,288.9178825068333,289.83252638271284,288.55624,289.271769274903,290.04198737097767,289.0196942633473,289.6285150914759,288.6721010757884,289.0669108454213,
2051,288.91279943717785,288.1657472824258,288.04379443531485,289.0605455511358,288.1793456759323,288.9325921796213,289.46949167749625,289.73573441334344,289.7115433723868,288.67409077458217,288.0258734233034,289.677120828326,289.3289187385245,289.3105309572653,289.72154542372465,288.14767476715684,289.83529445820767,289.0448137542558,288.68441184524494,289.08838864265226,289.4348714929605,288.76364025923885,288.1640869237056,289.40756383603934,289.0707120036329,289.8056932027825,288.33932,289.4592103454726,290.0664464086575,289.1081864652704,289.4607140744709,288.5443019356977,289.0595844203252,
2052,288.9139125996698,288.1607868921761,288.09749368208406,288.8420191616676,288.3273073175415,288.88630025717305,289.39014296228635,289.8620026478763,289.9455467297622,288.86738378345655,288.0326262146918,289.53016779556503,289.40655545098485,289.3008286964754,289.7513450605654,288.4024012177408,289.94750606055953,288.9865439476092,288.73881807109683,289.27544355946134,289.25606654419346,288.5986645055612,288.0913926090971,289.3598818588627,289.07404333146485,289.76632151344785,288.55725,289.6497824307903,290.23218872845166,289.23426453696953,289.32838307002623,288.6443112781312,289.0133097485246,
2053,289.00217516404973,288.3490722444535,287.9224919234103,288.8498699669709,288.22909720556726,289.0446967537252,289.4411814131395,289.751974050298,290.1988599665567,288.773002197038,287.93265255804783,289.42164224720455,289.4306586074373,289.514289884451,289.7455419917365,288.0734968056115,289.72645008428145,288.9580701336013,288.619335112151,289.0523616295638,289.13439471332674,288.71064107008544,288.0441510674683,289.1847191872519,288.8949041022407,289.7500758448234,288.8839,289.8638815785249,290.37580519500693,289.31329082916085,289.41814186492365,288.5490799732041,289.1338797256256,
2054,289.0770685290097,288.1540122243152,288.0397146163112,289.2848268038249,288.28557216398053,289.08439319454914,289.446346934022,289.7252161565623,290.05922272733966,288.68228753006923,288.0032595336,289.5606609434124,289.2716729672607,289.3810743166093,289.7949562886577,288.1977125428427,289.6347064723968,288.92544774655465,288.6033188953596,288.95791445798096,288.9336111028403,288.89161827408896,288.19744847605875,289.39377348217914,288.8483769153279,289.9324997846612,288.87894,289.9082112428444,290.3024076989318,289.4212307290836,289.59695686499566,288.70065787104613,289.08642374062714,
2055,289.0858885562589,288.2530541701837,287.99666881247845,289.16226813322777,288.38648055054205,289.03756549615485,289.6306953799431,289.8049758994937,290.1300602948913,288.7272493829533,287.9928871285149,289.62968223765927,289.40063073205937,289.5535525869136,289.78917371400155,288.37502142398006,289.8634606572083,289.1101109976225,288.6381154349198,289.0391320639549,289.2056778000291,289.12378660471774,287.93648393703745,289.6038339916964,288.8010038319684,289.9266951851962,288.7074,289.64722189517767,290.3337209924527,289.4659607165681,289.4542384663268,288.69640837294656,289.1521525898507,
2056,288.8168103067196,288.41123711067985,287.92619409624155,289.2161141919764,288.45842421878604,289.1808085951892,289.7235326055656,289.82321856455906,290.141040889516,288.69194557359907,287.940133380996,289.6161909080335,289.5691340638133,289.62685994698984,289.9286986299522,288.1024586327865,290.1255644952936,288.9665478383349,288.55090865410745,289.0823463754002,289.13201771470847,288.8115150400751,288.1094477493087,289.6674819386594,288.7588766415695,290.0176011665277,288.4888,289.667350571648,290.30849524764216,289.2946119341305,289.52479721821555,288.50092272372274,289.2663808817088,
2057,288.9916542447685,288.48285953293833,288.1427661110392,289.3148119878373,288.47563497968696,289.14828941165894,289.7268283275076,290.0574190199686,290.2743722160555,288.52614761813805,287.9773071620705,289.9525586831392,289.5399874712998,289.5176368206573,290.00972828145615,288.3509000363804,290.0663917676299,288.9536260129308,288.60812187867896,289.31836466844743,289.31921335117426,288.68315322558385,288.1419138381261,289.519799960452,288.90051866683046,289.90577114726483,288.71658,289.87324681520306,290.2886847004425,289.43335340217726,289.6209530943286,288.4732651490521,289.4066885490814,
2058,289.12602610213423,288.15152699345447,288.2463085996574,289.0562839220364,288.3594554427009,289.1501183773823,289.6153051510054,290.00593869881465,290.1118937313982,288.69873982163136,288.11067679941254,289.84885184969977,289.6076566692625,289.6636105808958,290.02977844726576,288.49669018950453,290.09314624942726,289.11017587831617,288.7001626365178,289.22682397132644,289.5572395428157,288.90803263533235,288.16236636513446,289.5637239354703,289.1136849594837,289.8996762978162,288.82626,290.1265149640995,290.42372075393786,289.3144400748281,289.4518041582096,288.6392658067177,289.3000096354541,
2059,289.2460112261488,288.374664818188,288.03324467118824,289.3179886021586,288.44644477310385,289.28991950644735,289.74679022430047,289.89031121536374,290.1095647751102,288.8156953135133,288.17509460377613,289.6063947197767,289.6365380937043,289.76445209690183,290.0736684027617,288.2092861105919,290.2766365443903,289.0882030082892,288.758375585013,289.2541744871059,289.5481540063958,288.9117742835528,288.1765074076839,289.63564581582585,289.1669962370948,289.94328913082666,288.69965,290.0850615844056,290.4723194333632,289.2685372322928,289.62398414122885,288.88383890537995,289.2209561502664,
2060,289.2953254320635,288.49051655622225,288.1607594004019,289.1542897835806,288.4975135597808,289.17389106601485,289.88393748056166,289.83246682576595,290.34248462274525,288.87103608755376,288.0866431676728,289.60824455575727,289.6639150058942,289.460634810591,290.0830236772339,288.51590248065224,290.2947666829852,289.1311540688103,288.6373017371891,289.2838269677954,289.4805058014018,289.0468569668328,288.29104903075535,289.6247369673708,289.0314694759539,289.9835148742709,288.85666,289.8362171711898,290.43122549056176,289.389182182669,289.84144946331617,288.7670809148197,289.20567659653017,
